"year","code","eca","lac","ssa","lmc","umc","hic","inc","gdp2021","gdp2017","rps","leb","u5m"
1987,"CIV",0,0,1,1,0,0,0,5685.74988072187,4799.6102527501,61.654,53.118,153.168
1987,"CMR",0,0,1,1,0,0,0,5593.98015744064,4392.46350734944,62.059,54.188,142.09
1987,"COD",0,0,1,0,0,0,0,2345.42473262177,1877.66381470822,70.65,47.362,193.113
1987,"COG",0,0,1,1,0,0,0,9076.66337279427,5471.82305219429,46.936,57.59,91.926
1987,"COL",0,1,0,1,0,0,0,9377.56627502981,7807.85062425258,31.949,68.166,40.785
1987,"COM",0,0,1,0,0,0,0,2555.59574598678,2642.8121498169,73.587,54.134,139.716
1987,"CPV",0,0,1,1,0,0,0,1645.7472488132,1586.02983935384,63.645,62.91,67.692
1987,"CRI",0,1,0,1,0,0,0,10151.5532835957,9089.23832582107,52.736,75.224,19.838
1987,"CUB",0,1,0,1,0,0,0,NA,NA,28.079,73.596,15.704
1987,"CUW",0,1,0,0,0,1,1,NA,NA,16.152,72.139,19.598
1987,"CYM",0,1,0,0,0,1,1,NA,NA,0,72.13,11.231
1987,"CYP",1,0,0,0,1,0,0,23075.6982728083,20556.8047142042,34.476,75.264,12.388
1987,"CZE",1,0,0,0,1,0,0,NA,NA,24.693,71.51,13.648
1987,"DEU",1,0,0,0,0,1,1,39254.0470249363,34035.3052039778,27.164,75.107,10.124
1987,"DJI",0,0,0,1,0,0,0,NA,NA,24.659,54.832,125.997
1987,"DMA",0,1,0,1,0,0,0,9544.2367053783,7427.59539593023,41.882,71.368,18.465
1987,"DNK",1,0,0,0,0,1,1,45277.869304488,38266.4594188617,15.435,74.745,10.35
1987,"DOM",0,1,0,1,0,0,0,6690.33641212702,5779.27983033062,45.588,66.49,71.92
1987,"DZA",0,0,0,0,1,0,0,12437.0572157584,10877.8746280305,50.278,66.13,61.996
1987,"ECU",0,1,0,1,0,0,0,9156.97282124485,7616.29178072811,47.231,66.587,62.471
1987,"EGY",0,0,0,1,0,0,0,7356.07495790166,5837.65714683011,56.123,60.736,103.574
1987,"ERI",0,0,1,0,0,0,0,NA,NA,83.038,47.363,169.347
1987,"ESP",1,0,0,0,0,1,1,27359.4428707934,24077.0373810553,25.327,76.956,10.342
1987,"EST",1,0,0,0,1,0,0,NA,NA,28.817,70.922,19.576
1987,"ETH",0,0,1,0,0,0,0,904.398503555099,815.668330739959,88.091,45.892,215.766
1987,"FIN",1,0,0,0,0,1,1,34211.7633301696,28761.2413950322,22.709,74.799,7.514
1987,"FJI",0,0,0,1,0,0,0,8347.9543859383,8175.17425147285,60.673,64.278,32.669
1987,"FRA",1,0,0,0,0,1,1,35024.9820354152,29242.3150441719,26.2,76.147,9.522
1987,"FRO",1,0,0,0,0,1,1,NA,NA,69.402,76.306,12.539
1987,"FSM",0,0,0,1,0,0,0,3113.23792520934,2817.90991997474,73.984,63.206,53.234
1987,"GAB",0,0,1,0,1,0,0,25577.4846758391,19352.9459077408,35,60.2,98.292
1987,"GBR",1,0,0,0,0,1,1,30369.3608344883,26164.1202036132,21.71,75.147,10.868
1987,"GEO",1,0,0,1,0,0,0,13292.3964830233,11230.555438498,45.13,69.219,49.098
1987,"GHA",0,0,1,0,0,0,0,2573.24834688986,2220.05129478208,65.707,53.818,143.694
1987,"GIB",1,0,0,0,1,0,0,NA,NA,0,75.871,22.43
1987,"GIN",0,0,1,0,0,0,0,1994.80421419616,1608.34243837359,72.822,46.107,248.386
1987,"GMB",0,0,1,0,0,0,0,2644.09612460513,2128.22494641189,64.906,49.392,184.407
1987,"GNB",0,0,1,0,0,0,0,1842.26688497699,1657.30043182026,73.587,45.844,235.032
1987,"GNQ",0,0,1,0,0,0,0,1196.78613774462,991.55258431453,68.183,50.99,184.335
1987,"GRC",1,0,0,0,1,0,0,25751.2058072139,23052.3278209153,29.1,76.105,13.28
1987,"GRD",0,1,0,1,0,0,0,7809.60282864904,7205.96014212104,66.723,69.808,26.057
1987,"GRL",1,0,0,0,0,1,1,39417.348838097,35679.3295207868,21.332,62.914,37.715
1987,"GTM",0,1,0,1,0,0,0,7385.27579775425,6415.40932588983,58.998,60.991,91.79
1987,"GUM",0,0,0,0,0,1,1,NA,NA,8.30500000000001,73.468,13.455
1987,"GUY",0,1,0,0,0,0,0,5399.06244608864,5163.55068986543,70.147,61.698,64.454
1987,"HKG",0,0,0,0,0,1,1,25843.0595488586,23323.4503468148,3.14,77.057,9.041
1987,"HND",0,1,0,1,0,0,0,4322.66942465821,3983.2449161226,61.093,64.066,67.265
1987,"HRV",1,0,0,0,1,0,0,NA,NA,50.013,71.938,15.532
1987,"HTI",0,1,0,0,0,0,0,4327.3182455014,4159.22685650818,74.723,52.245,157.436
1987,"HUN",1,0,0,0,1,0,0,20046.7706359714,17469.1063477222,34.547,69.564,19.502
1987,"IDN",0,0,0,0,0,0,0,4324.48079809897,3925.94696896227,72.165,62.087,94.752
1987,"IMN",1,0,0,0,0,1,1,NA,NA,48.243,70.685,41.434
1987,"IND",0,0,0,0,0,0,0,1930.17450496206,1618.80907451369,75.177,57.291,137.851
1987,"IRL",1,0,0,0,0,1,1,26036.7779352063,23939.4589112342,43.447,74.407,9.349
1987,"IRN",0,0,0,0,1,0,0,9043.95806231919,9021.29998015801,45.283,62.685,68.451
1987,"IRQ",0,0,0,0,1,0,0,7473.13493984839,5282.67514423612,29.983,60.259,57.79
1987,"ISL",1,0,0,0,0,1,1,38363.5908426053,33195.5887752692,9.943,77.051,8.588
1987,"ISR",0,0,0,0,0,1,1,23583.3986714236,21632.5132996965,9.956,76.376,12.934
1987,"ITA",1,0,0,0,0,1,1,38424.175187362,32728.4488859095,33.214,76.344,11.082
1987,"JAM",0,1,0,1,0,0,0,7430.84040987488,7323.3173197073,51.168,70.87,30.371
1987,"JOR",0,0,0,1,0,0,0,9415.30841071103,9340.41237338477,30.394,69.297,40.531
1987,"JPN",0,0,0,0,0,1,1,30510.3257931709,28262.7009785857,23.038,78.631,6.758
1987,"KAZ",1,0,0,1,0,0,0,NA,NA,43.769,65.996,55.871
1987,"KEN",0,0,1,0,0,0,0,3941.74154544995,3397.17512684226,83.719,60.721,96.659
1987,"KGZ",1,0,0,1,0,0,0,5371.92795286412,4540.18179476173,61.723,65.445,72.128
1987,"KHM",0,0,0,0,0,0,0,2114.53222894447,1896.03399182383,85.441,53.674,127.372
1987,"KIR",0,0,0,1,0,0,0,2234.21153556038,2021.0661852653,65.884,59.576,101.202
1987,"KNA",0,1,0,0,1,0,0,11429.0496139377,11287.7410527727,65.011,65.516,34.123
1987,"KOR",0,0,0,0,1,0,0,10546.231074327,9614.18150100651,31.437,69.315,20.74
1987,"KWT",0,0,0,0,0,1,1,35739.0177552489,31829.1736878612,2.068,74.22,20.91
1987,"LAO",0,0,0,0,0,0,0,1980.94797200468,1903.5079526342,85.561,52.597,168.45
1987,"LBN",0,0,0,1,0,0,0,16037.5849871663,20845.5472556441,18.554,62.539,58.502
1987,"LBR",0,0,1,0,0,0,0,2862.49856347973,4229.18547273279,52.433,44.267,249.419
1987,"LBY",0,0,0,0,1,0,0,20021.7209837587,23399.288094743,24.44,68.258,49.03
1987,"LCA",0,1,0,1,0,0,0,13809.5560286562,9934.69137536001,71.512,69.671,22.554
1987,"LIE",1,0,0,0,0,1,1,NA,NA,82.66,77.753,13.465
1987,"LKA",0,0,0,0,0,0,0,4418.30328118642,4126.62543290077,81.418,69.009,26.087
1987,"LSO",0,0,1,0,0,0,0,1309.41730982219,1172.47870387745,87.606,59.557,91.874
1987,"LTU",1,0,0,0,1,0,0,NA,NA,33.46,72.228,15.332
1987,"LUX",1,0,0,0,0,1,1,67356.1509182078,57559.9607795876,19.22,73.867,11.365
1987,"LVA",1,0,0,0,1,0,0,NA,NA,31.053,71.013,15.165
1987,"MAC",0,0,0,0,1,0,0,49321.2100371227,44696.9266603757,0.424000000000007,75.165,15.698
1987,"MAF",0,1,0,0,0,1,1,NA,NA,0,73.519,23.842
1987,"MAR",0,0,0,1,0,0,0,4087.23104360882,3925.24770000133,53.781,60.62,93.11
1987,"MCO",1,0,0,0,0,1,1,NA,NA,0,79.257,10.904
1987,"MDA",1,0,0,1,0,0,0,NA,NA,54.286,67.922,37.554
1987,"MDG",0,0,1,0,0,0,0,1970.65650600005,1825.66849690944,78.041,51.098,169.346
1987,"MDV",0,0,0,0,0,0,0,7645.91794920722,7543.33495039841,74.352,60.789,101.906
1987,"MEX",0,1,0,1,0,0,0,17014.7589063856,15818.199242857,30.037,67.904,51.905
1987,"MHL",0,0,0,1,0,0,0,3923.82865023731,3549.04371306293,36.53,61.808,52.834
1987,"MKD",1,0,0,0,1,0,0,NA,NA,43.464,70.419,45.318
1987,"MLI",0,0,1,0,0,0,0,1525.85669476978,1412.34788230241,77.931,45.228,250.979
1987,"MLT",0,0,0,0,1,0,0,15422.9990896075,13341.6491029917,9.97199999999999,75.302,11.341
1987,"MMR",0,0,0,0,0,0,0,956.339372340989,765.7439307832,75.276,56.353,122.295
1987,"MNE",1,0,0,0,1,0,0,NA,NA,55.406,73.179,21.772
1987,"MNG",0,0,0,1,0,0,0,6314.79939927477,4865.40076025723,43.785,57.119,122.169
1987,"MNP",0,0,0,1,0,0,0,NA,NA,11.029,69.48,10.71
1987,"MOZ",0,0,1,0,0,0,0,456.463129251938,382.196534994248,79.185,41.002,251.738
1987,"MRT",0,0,1,0,0,0,0,5520.93591008179,4884.44581837642,61.695,56.964,128.398
1987,"MUS",0,0,1,1,0,0,0,7532.74466535625,7070.42007591084,57.047,69.185,25.201
1987,"MWI",0,0,1,0,0,0,0,1144.01889247132,978.892771362193,89.359,43.902,250.405
1987,"MYS",0,0,0,1,0,0,0,10445.3465424385,9336.90734858538,52.55,70.351,19.493
1987,"NAM",0,0,1,1,0,0,0,7803.64884484745,6763.42092749355,73.123,59.123,83.866
1987,"NCL",0,0,0,0,1,0,0,NA,NA,40.865,68.597,36.488
1987,"NER",0,0,1,0,0,0,0,1431.96958659898,1138.1755138463,85.007,40.468,342.011
1987,"NGA",0,0,1,0,0,0,0,3504.10667765225,3098.10257949939,72.791,45.89,209.173
1987,"NIC",0,1,0,1,0,0,0,5291.83293761706,4457.12647099892,47.759,57.329,91.86
1987,"NLD",1,0,0,0,0,1,1,39487.7986138569,33333.349771655,32.487,76.813,9.324
1987,"NOR",1,0,0,0,0,1,1,56483.8402023504,41735.2095377732,28.43,76.102,10.246
1987,"NPL",0,0,0,0,0,0,0,1663.64121179024,1472.83308164774,92.056,52.382,159.704
1987,"NRU",0,0,0,0,0,1,1,35794.8599660745,32384.3425107013,0,58.625,63.845
1987,"NZL",0,0,0,0,0,1,1,30156.7504525216,27429.1326887952,15.975,74.207,12.399
1987,"OMN",0,0,0,0,1,0,0,36508.7925732231,31723.2414489909,39.217,66.979,53.37
1987,"PAK",0,0,0,0,0,0,0,2970.53152632106,2827.64533627791,70.167,59.222,147.755
1987,"PAN",0,1,0,0,1,0,0,13740.612263022,14408.1041600123,47.18,70.811,33.595
1987,"PER",0,1,0,1,0,0,0,7760.08190198735,6484.20201102081,32.313,62.544,94.411
1987,"PHL",0,0,0,1,0,0,0,4120.43247118534,3731.46601024147,55.805,63.299,66.611
1987,"PLW",0,0,0,0,1,0,0,16221.9699997113,14676.3483127709,31.459,62.771,37.495
1987,"PNG",0,0,0,1,0,0,0,3240.88836290984,2931.71197503926,85.61,59.232,90.026
1987,"POL",1,0,0,1,0,0,0,11846.4871882179,10225.5449451797,39.324,70.769,22.9
1987,"PRI",0,1,0,0,1,0,0,23542.9863744209,18086.6810783199,11.34,73.402,22.769
1987,"PRK",0,0,0,1,0,0,0,NA,NA,42.06,69.767,37.857
1987,"PRT",1,0,0,0,1,0,0,22424.6301126132,19383.4711553874,53.658,74.063,17.571
1987,"PRY",0,1,0,1,0,0,0,8886.30903801194,8107.32661150968,53.537,66.454,50.84
1987,"PSE",0,0,0,1,0,0,0,NA,NA,33.848,66.293,52.53
1987,"PYF",0,0,0,0,0,1,1,NA,NA,41.581,72.448,24.497
1987,"QAT",0,0,0,0,0,1,1,70794.0613012414,61130.5205722188,8.944,72.52,25.083
1987,"ROU",1,0,0,0,1,0,0,17513.9817193232,14235.9959855871,48.927,69.053,36.817
1987,"RUS",1,0,0,0,1,0,0,NA,NA,27.235,70.062,23.505
1987,"RWA",0,0,1,0,0,0,0,1301.00755107156,1088.75318720437,94.802,51.465,154.595
1987,"SAU",0,0,0,0,0,1,1,72831.4607881211,66770.2839236479,25.411,67.242,55.894
1987,"SDN",0,0,1,0,0,0,0,2066.7786670995,2164.18981934792,74.893,54.747,137.589
1987,"SEN",0,0,1,1,0,0,0,2907.64916995893,2429.16354080068,61.729,54.632,157.215
1987,"SGP",0,0,0,0,0,1,1,35979.5885188984,29576.5642748114,0,74.035,9.597
1987,"SLB",0,0,0,0,0,0,0,2262.59877276646,2046.68566901617,86.889,65.683,41.387
1987,"SLE",0,0,1,0,0,0,0,2916.90473451346,2647.58861386388,67.445,43.748,267.152
1987,"SLV",0,1,0,1,0,0,0,6015.28428632727,5358.11685638437,52.286,59.402,91.291
1987,"SMR",1,0,0,0,0,1,1,NA,NA,9.59999999999999,77.453,12.033
1987,"SOM",0,0,1,0,0,0,0,697.631321386387,647.076967672822,71.373,49.002,187.945
1987,"SRB",1,0,0,0,1,0,0,NA,NA,50.839,71.851,20.781
1987,"SSD",0,0,1,1,0,0,0,NA,NA,88.889,20.721,337.702
1987,"STP",0,0,1,0,0,0,0,4139.75739869034,2576.51993490167,59.74,60.663,116.374
1987,"SUR",0,1,0,0,1,0,0,16931.9025973338,13477.4495031955,34.517,61.314,49.784
1987,"SVK",1,0,0,0,1,0,0,NA,NA,44.895,71.068,16.421
1987,"SVN",1,0,0,0,1,0,0,NA,NA,50.093,72.444,12.978
1987,"SWE",1,0,0,0,0,1,1,37543.7932236241,32070.600924383,16.9,77.109,7.403
1987,"SWZ",0,0,1,1,0,0,0,4566.155441858,4043.3314802809,80.978,61.899,78.395
1987,"SXM",0,1,0,0,0,1,1,NA,NA,0,72.435,25.205
1987,"SYC",0,0,1,0,1,0,0,13386.3821145106,12996.1674690536,50.738,69.887,18.582
1987,"SYR",0,0,0,1,0,0,0,6226.07394234106,4083.85267046358,51.693,68.797,41.979
1987,"TCA",0,1,0,0,0,1,1,NA,NA,30.803,69.3,22.494
1987,"TCD",0,0,1,0,0,0,0,1598.27668638266,1342.61024000812,79.813,43.071,221.443
1987,"TGO",0,0,1,0,0,0,0,2138.93309654207,1777.53413319551,72.638,54.821,155.089
1987,"THA",0,0,0,1,0,0,0,6588.95933236233,5762.22333197242,71.372,67.833,43.529
1987,"TJK",1,0,0,1,0,0,0,4377.56160549078,3986.7994553261,67.182,61.582,111.492
1987,"TKM",1,0,0,1,0,0,0,5998.15098512266,5645.5732075677,54.463,63.531,87.392
1987,"TLS",0,0,0,0,0,0,0,NA,NA,80.549,35.974,230.471
1987,"TON",0,0,0,1,0,0,0,4600.92954314513,4164.90529570078,77.391,67.189,24.337
1987,"TTO",0,1,0,0,1,0,0,13487.2795228039,11256.3894173981,46.427,67.135,32.161
1987,"TUN",0,0,0,1,0,0,0,6651.26854183202,5796.46942909623,44.509,68.011,63.748
1987,"TUR",1,0,0,1,0,0,0,11350.3274924226,11380.6914401864,44.739,66.379,87.805
1987,"TUV",0,0,0,1,0,0,0,2323.85082513156,2102.28191083343,63.238,61.286,55.228
1987,"TWN",0,0,0,0,0,1,1,NA,NA,75.741,73.613,9.746
1987,"TZA",0,0,1,0,0,0,0,1711.76571884007,1275.03734525468,82.275,52.182,173.448
1987,"UGA",0,0,1,0,0,0,0,980.088902551731,831.413875838439,90.118,47.36,191.179
1987,"UKR",1,0,0,1,0,0,0,21150.4489454288,14959.406559557,34.17,71.179,18.905
1987,"URY",0,1,0,0,1,0,0,12913.5164571066,10242.5954986139,12.074,72.196,28.047
1987,"USA",0,0,0,0,0,1,1,40823.9493561685,37054.8622005434,25.207,74.86,12.307
1987,"UZB",1,0,0,1,0,0,0,3723.59822337805,3617.6134542117,59.303,65.486,77.018
1987,"VCT",0,1,0,1,0,0,0,6544.25231978264,5719.42246935807,60.283,70.428,28.005
1987,"VEN",0,1,0,0,1,0,0,NA,NA,17.1,70.673,33.659
1987,"VGB",0,1,0,0,0,1,1,NA,NA,67.154,71.492,26.295
1987,"VIR",0,1,0,0,0,1,1,NA,NA,14.274,70.194,20.834
1987,"VNM",0,0,0,0,0,0,0,2257.92102545646,2011.99479511808,80.312,68.005,58.138
1987,"VUT",0,0,0,1,0,0,0,3455.52990141157,3125.87699965658,82.427,64.439,46.832
1987,"WSM",0,0,0,1,0,0,0,4019.65282058736,3636.18335160288,78.8,67.047,32.973
1987,"XKX",1,0,0,0,1,0,0,NA,NA,50.839,63.568,126.866
1987,"YEM",0,0,0,1,0,0,0,NA,NA,80.677,56.828,142.799
1987,"ZAF",0,0,1,1,0,0,0,10883.334529488,10247.1071259597,49.561,62.694,69.468
1987,"ZMB",0,0,1,0,0,0,0,2439.02638498425,2289.89764593006,60.444,50.421,174.951
1987,"ZWE",0,0,1,1,0,0,0,3619.80618460425,2410.19686284653,73.191,60.724,79.948
1988,"ABW",0,1,0,0,0,1,1,27318.0539161544,26586.1294628622,49.65,72.519,22.687
1988,"AFG",0,0,0,0,0,0,0,NA,NA,79.002,43.238,214.859
1988,"AGO",0,0,1,1,0,0,0,7453.20432510371,5763.94149355957,65.657,41.471,239.627
1988,"ALB",1,0,0,1,0,0,0,5375.8659108581,4870.28793675278,64.112,72.217,45.31
1988,"AND",1,0,0,0,0,1,1,48953.7322291995,41092.9197834869,4.973,78.364,11.401
1988,"ARE",0,0,0,0,0,1,1,112304.4570637,110953.287350054,20.661,70.808,18.703
1988,"ARG",0,1,0,0,1,0,0,19099.7105807593,15763.1781466017,13.767,71.097,31.132
1988,"ARM",1,0,0,1,0,0,0,NA,NA,32.294,52.709,101.566
1988,"ASM",0,0,0,0,0,1,1,NA,NA,20.341,70.883,16.107
1988,"ATG",0,1,0,0,1,0,0,18845.9447209604,14843.0063413292,64.736,73.811,13.106
1988,"AUS",0,0,0,0,0,1,1,34782.7534492947,30127.1372374701,14.507,76.344,9.874
1988,"AUT",1,0,0,0,0,1,1,41538.8515958531,35397.5622690061,36.5,75.374,9.495
1988,"AZE",1,0,0,1,0,0,0,10794.6458040262,7860.79444473799,45.906,62.672,98.619
1988,"BDI",0,0,1,0,0,0,0,1367.46682251425,1181.63251626258,94.17,42.889,183.874
1988,"BEL",1,0,0,0,0,1,1,38708.5852993665,32573.9181166711,3.79600000000001,75.591,10.714
1988,"BEN",0,0,1,0,0,0,0,2335.33293879495,2215.65152668526,67.015,52.019,179.875
1988,"BFA",0,0,1,0,0,0,0,1081.37492627112,989.390024802003,86.684,49.215,204.356
1988,"BGD",0,0,0,0,0,0,0,2017.03754885396,1639.84056446273,81.141,55.174,158.551
1988,"BGR",1,0,0,1,0,0,0,13790.8746633545,11443.6605242426,34.308,71.416,17.731
1988,"BHR",0,0,0,0,0,1,1,41879.4032726819,39021.6469435121,12.246,72.46,23.615
1988,"BHS",0,1,0,0,0,1,1,32731.1918459982,33951.6065692831,21.346,70.508,25.388
1988,"BIH",1,0,0,0,1,0,0,NA,NA,61.417,70.97,20.294
1988,"BLR",1,0,0,0,1,0,0,NA,NA,35.128,71.75,16.264
1988,"BLZ",0,1,0,1,0,0,0,6945.53698565345,5473.73031092648,52.154,69.401,44.574
1988,"BMU",0,0,0,0,0,1,1,80583.8602289638,71595.8522066229,0,73.555,11.607
1988,"BOL",0,1,0,1,0,0,0,5005.38860254911,4417.50677587546,46.437,55.505,164.711
1988,"BRA",0,1,0,1,0,0,0,12699.8724747096,10431.7913451146,27.658,65.161,68.226
1988,"BRB",0,1,0,0,1,0,0,15882.9427955814,15169.7918253087,62.077,73.431,19.579
1988,"BRN",0,0,0,0,0,1,1,125326.320019254,97855.3513504224,33.857,71.183,13.802
1988,"BTN",0,0,0,0,0,0,0,3218.37833070269,2787.52263370496,85.071,54.385,140.164
1988,"BWA",0,0,1,1,0,0,0,8252.36936978649,7466.63186213144,64.533,61.696,51.849
1988,"CAF",0,0,1,0,0,0,0,1489.53988492517,1192.60059110993,63.455,50.243,177.967
1988,"CAN",0,0,0,0,0,1,1,39068.9419437131,33818.7237353546,23.458,76.862,8.846
1988,"CHE",1,0,0,0,0,1,1,60269.5838556423,52432.5431244992,25.954,77.365,8.675
1988,"CHI",1,0,0,0,0,1,1,NA,NA,68.398,76.0292587926247,16.3679118988643
1988,"CHL",0,1,0,1,0,0,0,9590.44563220409,8354.06405392926,16.986,72.788,21.524
1988,"CHN",0,0,0,0,0,0,0,1484.15878658429,1330.45225347266,75.026,67.607,53.857
1988,"CIV",0,0,1,1,0,0,0,5451.54285826616,4601.90503359231,61.392,53.062,152.833
1988,"CMR",0,0,1,1,0,0,0,5305.39408279616,4165.86209548726,61.489,54.359,139.811
1988,"COD",0,0,1,0,0,0,0,2333.42184189305,1868.0547263074,70.225,47.755,190.568
1988,"COG",0,0,1,1,0,0,0,8828.80095362888,5322.40037964845,46.515,57.493,91.405
1988,"COL",0,1,0,1,0,0,0,9680.06270653367,8059.71202221898,31.468,68.301,38.825
1988,"COM",0,0,1,0,0,0,0,2527.07182696254,2613.31477728605,73.107,54.678,134.783
1988,"CPV",0,0,1,1,0,0,0,1694.77226713659,1633.27594108169,61.098,63.242,64.859
1988,"CRI",0,1,0,1,0,0,0,10566.4076650869,9460.68003907866,51.823,75.546,19.076
1988,"CUB",0,1,0,1,0,0,0,NA,NA,27.592,73.724,14.92
1988,"CUW",0,1,0,0,0,1,1,NA,NA,15.871,72.23,19.257
1988,"CYM",0,1,0,0,0,1,1,NA,NA,0,72.351,10.606
1988,"CYP",1,0,0,0,0,1,1,24340.4163060704,21683.4688489549,34.055,75.39,11.831
1988,"CZE",1,0,0,0,1,0,0,NA,NA,24.722,71.714,12.902
1988,"DEU",1,0,0,0,0,1,1,39769.6759786472,34482.3823881574,27.001,75.281,9.505
1988,"DJI",0,0,0,1,0,0,0,NA,NA,24.452,55.133,122.93
1988,"DMA",0,1,0,1,0,0,0,10317.1763809151,8029.1189491038,40.202,70.974,17.979
1988,"DNK",1,0,0,0,0,1,1,45430.8517514558,38395.7520885172,15.329,74.84,9.52
1988,"DOM",0,1,0,1,0,0,0,7190.31767615999,6211.17614417387,45.316,66.914,68.962
1988,"DZA",0,0,0,0,1,0,0,11982.2279516571,10480.0654336027,49.489,66.91,57.354
1988,"ECU",0,1,0,1,0,0,0,8915.36648710614,7415.33624959414,46.454,67.038,59.345
1988,"EGY",0,0,0,1,0,0,0,7531.07016985092,5976.53039860405,56.256,61.358,96.955
1988,"ERI",0,0,1,0,0,0,0,NA,NA,82.408,48.094,164.029
1988,"ESP",1,0,0,0,0,1,1,28846.5017773307,25385.6887687907,25.1,76.949,9.725
1988,"EST",1,0,0,0,1,0,0,NA,NA,28.61,70.971,16.535
1988,"ETH",0,0,1,0,0,0,0,933.092601778183,841.5472625468,87.857,45.682,213.542
1988,"FIN",1,0,0,0,0,1,1,35329.0788769581,29700.5493706391,22,74.765,7.217
1988,"FJI",0,0,0,1,0,0,0,7670.55001879583,7511.79032721153,59.915,64.951,31.383
1988,"FRA",1,0,0,0,0,1,1,35729.598442462,29830.598428281,26.125,76.398,9.637
1988,"FRO",1,0,0,0,0,1,1,NA,NA,69.485,76.486,12.24
1988,"FSM",0,0,0,1,0,0,0,3075.25882594147,2783.5335943775,74.05,63.461,51.292
1988,"GAB",0,0,1,0,1,0,0,20612.1465030571,15595.972839851,33.588,60.398,96.324
1988,"GBR",1,0,0,0,0,1,1,31947.4736327657,27523.7119702631,21.76,75.259,10.666
1988,"GEO",1,0,0,1,0,0,0,13352.0483599851,11280.9544551152,44.792,68.825,48.504
1988,"GHA",0,0,1,0,0,0,0,2635.50812924158,2273.76546916011,64.996,54.396,138.533
1988,"GIB",1,0,0,0,1,0,0,NA,NA,0,76.18,21.822
1988,"GIN",0,0,1,0,0,0,0,2007.74399048455,1618.77533760228,72.541,46.478,243.303
1988,"GMB",0,0,1,0,0,0,0,2612.98212271736,2103.18138071696,63.845,50.146,177.956
1988,"GNB",0,0,1,0,0,0,0,1914.505476406,1722.28615660621,72.159,46.279,230.209
1988,"GNQ",0,0,1,0,0,0,0,1197.24714874077,991.934537806652,67.22,51.184,181.826
1988,"GRC",1,0,0,0,1,0,0,25086.0601440874,22456.8933395227,28.91,77.001,12.051
1988,"GRD",0,1,0,1,0,0,0,8455.82180036485,7802.22966509653,66.673,70.045,24.776
1988,"GRL",1,0,0,0,0,1,1,41094.4228056517,37197.3634952402,20.984,62.985,36.784
1988,"GTM",0,1,0,1,0,0,0,7439.00773222227,6462.08494951231,58.668,61.538,87.699
1988,"GUM",0,0,0,0,0,1,1,NA,NA,8.646,73.429,13.233
1988,"GUY",0,1,0,0,0,0,0,5475.98187913339,5237.11483095997,70.237,61.849,63.231
1988,"HKG",0,0,0,0,0,1,1,29011.2876252367,26182.787109441,1.691,77.09,8.492
1988,"HND",0,1,0,1,0,0,0,4480.70062528948,4128.86719593713,60.519,64.393,64.157
1988,"HRV",1,0,0,0,1,0,0,NA,NA,49.662,72.15,14.213
1988,"HTI",0,1,0,0,0,0,0,4217.52730550434,4053.70066214709,73.671,52.554,153.191
1988,"HUN",1,0,0,0,1,0,0,20893.941088876,18207.3454888377,34.368,69.942,17.67
1988,"IDN",0,0,0,0,0,0,0,4449.54169942519,4039.48255610447,71.264,62.386,91.018
1988,"IMN",1,0,0,0,0,1,1,NA,NA,48.246,71.057,39.857
1988,"IND",0,0,0,0,0,0,0,2042.35558128026,1712.8936994353,74.937,57.744,133.977
1988,"IRL",1,0,0,0,0,1,1,26981.9342983754,24808.4808761289,43.322,74.425,10.402
1988,"IRN",0,0,0,0,1,0,0,8306.60627778449,8285.79550375992,44.743,63.255,64.452
1988,"IRQ",0,0,0,0,1,0,0,7300.36348226114,5160.54494158677,29.928,56.692,69.717
1988,"ISL",1,0,0,0,0,1,1,41188.4060016775,35639.8699368379,9.706,76.893,8.195
1988,"ISR",0,0,0,0,0,1,1,24943.7133505252,22880.2989050466,9.84999999999999,76.891,11.757
1988,"ITA",1,0,0,0,0,1,1,39646.65350044,33769.7157130727,33.234,76.532,10.586
1988,"JAM",0,1,0,1,0,0,0,7953.34424089015,7838.26060259662,50.964,71.161,29.701
1988,"JOR",0,0,0,1,0,0,0,9202.96793536172,9129.76100469813,29.132,69.605,38.885
1988,"JPN",0,0,0,0,0,1,1,31775.1759245128,29434.3725394591,22.912,78.545,6.565
1988,"KAZ",1,0,0,1,0,0,0,NA,NA,43.659,66.032,54.422
1988,"KEN",0,0,1,0,0,0,0,4031.05555932539,3474.15007380862,83.617,60.32,97.539
1988,"KGZ",1,0,0,1,0,0,0,5444.63193197808,4601.6288739624,61.773,65.291,69.274
1988,"KHM",0,0,0,0,0,0,0,2463.12832411655,2208.60905538446,85.117,54.433,123.629
1988,"KIR",0,0,0,1,0,0,0,2200.7679180005,1990.8131123188,65.595,60.055,97.758
1988,"KNA",0,1,0,0,1,0,0,12257.2123781136,12105.6644276233,65.138,65.451,32.757
1988,"KOR",0,0,0,0,1,0,0,11771.5593800342,10731.2183501296,29.611,70.16,18.778
1988,"KWT",0,0,0,0,0,1,1,37134.0373123617,33071.5782801023,2.054,74.643,19.752
1988,"LAO",0,0,0,0,0,0,0,1897.9874636193,1823.79056999827,85.234,53.077,163.289
1988,"LBN",0,0,0,1,0,0,0,18249.4561522988,23720.5228166816,17.6,62.92,56.333
1988,"LBR",0,0,1,0,0,0,0,2751.9134798884,4065.80204435585,49.805,44.065,252.303
