country_code,gdp_data_level,year,gdppc_growth,source
ABW,rural,1980,,
ABW,urban,1980,,
ABW,national,1980,,
ABW,rural,1981,,
ABW,urban,1981,,
ABW,national,1981,,
ABW,rural,1982,,
ABW,urban,1982,,
ABW,national,1982,,
ABW,rural,1983,,
ABW,urban,1983,,
ABW,national,1983,,
ABW,rural,1984,,
ABW,urban,1984,,
ABW,national,1984,,
ABW,rural,1985,,
ABW,urban,1985,,
ABW,national,1985,,
ABW,rural,1986,,
ABW,urban,1986,,
ABW,national,1986,,
ABW,rural,1987,.10992037,WEO202504
ABW,urban,1987,.10992037,WEO202504
ABW,national,1987,.10992037,WEO202504
ABW,rural,1988,.14801459,WEO202504
ABW,urban,1988,.14801459,WEO202504
ABW,national,1988,.14801459,WEO202504
ABW,rural,1989,.10260012,WEO202504
ABW,urban,1989,.10260012,WEO202504
ABW,national,1989,.10260012,WEO202504
ABW,rural,1990,.028763633,WEO202504
ABW,urban,1990,.028763633,WEO202504
ABW,national,1990,.028763633,WEO202504
ABW,rural,1991,.069030978,WEO202504
ABW,urban,1991,.069030978,WEO202504
ABW,national,1991,.069030978,WEO202504
ABW,rural,1992,.049525127,WEO202504
ABW,urban,1992,.049525127,WEO202504
ABW,national,1992,.049525127,WEO202504
ABW,rural,1993,.067566425,WEO202504
ABW,urban,1993,.067566425,WEO202504
ABW,national,1993,.067566425,WEO202504
ABW,rural,1994,.063238904,WEO202504
ABW,urban,1994,.063238904,WEO202504
ABW,national,1994,.063238904,WEO202504
ABW,rural,1995,-.00040874857,WEO202504
ABW,urban,1995,-.00040874857,WEO202504
ABW,national,1995,-.00040874857,WEO202504
ABW,rural,1996,-.014083211,WEO202504
ABW,urban,1996,-.014083211,WEO202504
ABW,national,1996,-.014083211,WEO202504
ABW,rural,1997,.060162865,WEO202504
ABW,urban,1997,.060162865,WEO202504
ABW,national,1997,.060162865,WEO202504
ABW,rural,1998,.014274358,WEO202504
ABW,urban,1998,.014274358,WEO202504
ABW,national,1998,.014274358,WEO202504
ABW,rural,1999,.003900849,WEO202504
ABW,urban,1999,.003900849,WEO202504
ABW,national,1999,.003900849,WEO202504
ABW,rural,2000,.072665952,WEO202504
ABW,urban,2000,.072665952,WEO202504
ABW,national,2000,.072665952,WEO202504
ABW,rural,2001,.041053057,WEO202504
ABW,urban,2001,.041053057,WEO202504
ABW,national,2001,.041053057,WEO202504
ABW,rural,2002,-.023189487,WEO202504
ABW,urban,2002,-.023189487,WEO202504
ABW,national,2002,-.023189487,WEO202504
ABW,rural,2003,-.0043630814,WEO202504
ABW,urban,2003,-.0043630814,WEO202504
ABW,national,2003,-.0043630814,WEO202504
ABW,rural,2004,.05756484,WEO202504
ABW,urban,2004,.05756484,WEO202504
ABW,national,2004,.05756484,WEO202504
ABW,rural,2005,-.010718515,WEO202504
ABW,urban,2005,-.010718515,WEO202504
ABW,national,2005,-.010718515,WEO202504
ABW,rural,2006,-.0022979008,WEO202504
ABW,urban,2006,-.0022979008,WEO202504
ABW,national,2006,-.0022979008,WEO202504
ABW,rural,2007,.029161828,WEO202504
ABW,urban,2007,.029161828,WEO202504
ABW,national,2007,.029161828,WEO202504
ABW,rural,2008,.019950911,WEO202504
ABW,urban,2008,.019950911,WEO202504
ABW,national,2008,.019950911,WEO202504
ABW,rural,2009,-.12092798,WEO202504
ABW,urban,2009,-.12092798,WEO202504
ABW,national,2009,-.12092798,WEO202504
ABW,rural,2010,-.028029069,WEO202504
ABW,urban,2010,-.028029069,WEO202504
ABW,national,2010,-.028029069,WEO202504
ABW,rural,2011,.04623859,WEO202504
ABW,urban,2011,.04623859,WEO202504
ABW,national,2011,.04623859,WEO202504
ABW,rural,2012,-.0061446209,WEO202504
ABW,urban,2012,-.0061446209,WEO202504
ABW,national,2012,-.0061446209,WEO202504
ABW,rural,2013,.067493394,WEO202504
ABW,urban,2013,.067493394,WEO202504
ABW,national,2013,.067493394,WEO202504
ABW,rural,2014,-.019680928,WEO202504
ABW,urban,2014,-.019680928,WEO202504
ABW,national,2014,-.019680928,WEO202504
ABW,rural,2015,-.0084945783,WEO202504
ABW,urban,2015,-.0084945783,WEO202504
ABW,national,2015,-.0084945783,WEO202504
ABW,rural,2016,.015162356,WEO202504
ABW,urban,2016,.015162356,WEO202504
ABW,national,2016,.015162356,WEO202504
ABW,rural,2017,.068684854,WEO202504
ABW,urban,2017,.068684854,WEO202504
ABW,national,2017,.068684854,WEO202504
ABW,rural,2018,.022692621,WEO202504
ABW,urban,2018,.022692621,WEO202504
ABW,national,2018,.022692621,WEO202504
ABW,rural,2019,-.023241734,WEO202504
ABW,urban,2019,-.023241734,WEO202504
ABW,national,2019,-.023241734,WEO202504
ABW,rural,2020,-.26277083,WEO202504
ABW,urban,2020,-.26277083,WEO202504
ABW,national,2020,-.26277083,WEO202504
ABW,rural,2021,.24030928,WEO202504
ABW,urban,2021,.24030928,WEO202504
ABW,national,2021,.24030928,WEO202504
ABW,rural,2022,.084989414,WEO202504
ABW,urban,2022,.084989414,WEO202504
ABW,national,2022,.084989414,WEO202504
ABW,rural,2023,.042646799,WEO202504
ABW,urban,2023,.042646799,WEO202504
ABW,national,2023,.042646799,WEO202504
ABW,rural,2024,.065282382,WEO202504
ABW,urban,2024,.065282382,WEO202504
ABW,national,2024,.065282382,WEO202504
ABW,rural,2025,.022687376,WEO202504
ABW,urban,2025,.022687376,WEO202504
ABW,national,2025,.022687376,WEO202504
ABW,rural,2026,.026301155,WEO202504
ABW,urban,2026,.026301155,WEO202504
ABW,national,2026,.026301155,WEO202504
ABW,rural,2027,.025192957,WEO202504
ABW,urban,2027,.025192957,WEO202504
ABW,national,2027,.025192957,WEO202504
ABW,rural,2028,.016574886,WEO202504
ABW,urban,2028,.016574886,WEO202504
ABW,national,2028,.016574886,WEO202504
ABW,rural,2029,.014047912,WEO202504
ABW,urban,2029,.014047912,WEO202504
ABW,national,2029,.014047912,WEO202504
ABW,rural,2030,.013683465,WEO202504
ABW,urban,2030,.013683465,WEO202504
ABW,national,2030,.013683465,WEO202504
AFG,rural,1980,,
AFG,urban,1980,,
AFG,national,1980,,
AFG,rural,1981,,
AFG,urban,1981,,
AFG,national,1981,,
AFG,rural,1982,,
AFG,urban,1982,,
AFG,national,1982,,
AFG,rural,1983,,
AFG,urban,1983,,
AFG,national,1983,,
AFG,rural,1984,,
AFG,urban,1984,,
AFG,national,1984,,
AFG,rural,1985,,
AFG,urban,1985,,
AFG,national,1985,,
AFG,rural,1986,,
AFG,urban,1986,,
AFG,national,1986,,
AFG,rural,1987,,
AFG,urban,1987,,
AFG,national,1987,,
AFG,rural,1988,,
AFG,urban,1988,,
AFG,national,1988,,
AFG,rural,1989,,
AFG,urban,1989,,
AFG,national,1989,,
AFG,rural,1990,,
AFG,urban,1990,,
AFG,national,1990,,
AFG,rural,1991,,
AFG,urban,1991,,
AFG,national,1991,,
AFG,rural,1992,,
AFG,urban,1992,,
AFG,national,1992,,
AFG,rural,1993,,
AFG,urban,1993,,
AFG,national,1993,,
AFG,rural,1994,,
AFG,urban,1994,,
AFG,national,1994,,
AFG,rural,1995,,
AFG,urban,1995,,
AFG,national,1995,,
AFG,rural,1996,,
AFG,urban,1996,,
AFG,national,1996,,
AFG,rural,1997,,
AFG,urban,1997,,
AFG,national,1997,,
AFG,rural,1998,,
AFG,urban,1998,,
AFG,national,1998,,
AFG,rural,1999,,
AFG,urban,1999,,
AFG,national,1999,,
AFG,rural,2000,,
AFG,urban,2000,,
AFG,national,2000,,
AFG,rural,2001,,
AFG,urban,2001,,
AFG,national,2001,,
AFG,rural,2002,,
AFG,urban,2002,,
AFG,national,2002,,
AFG,rural,2003,.0079720831,WEO202504
AFG,urban,2003,.0079720831,WEO202504
AFG,national,2003,.0079720831,WEO202504
AFG,rural,2004,.052952182,MPO202504
AFG,urban,2004,.052952182,MPO202504
AFG,national,2004,.052952182,MPO202504
AFG,rural,2005,.028419333,MPO202504
AFG,urban,2005,.028419333,MPO202504
AFG,national,2005,.028419333,MPO202504
AFG,rural,2006,.075731769,MPO202504
AFG,urban,2006,.075731769,MPO202504
AFG,national,2006,.075731769,MPO202504
AFG,rural,2007,.038738772,MPO202504
AFG,urban,2007,.038738772,MPO202504
AFG,national,2007,.038738772,MPO202504
AFG,rural,2008,.15177047,MPO202504
AFG,urban,2008,.15177047,MPO202504
AFG,national,2008,.15177047,MPO202504
AFG,rural,2009,.11523601,MPO202504
AFG,urban,2009,.11523601,MPO202504
AFG,national,2009,.11523601,MPO202504
AFG,rural,2010,.0015474573,MPO202504
AFG,urban,2010,.0015474573,MPO202504
AFG,national,2010,.0015474573,MPO202504
AFG,rural,2011,.061033316,MPO202504
AFG,urban,2011,.061033316,MPO202504
AFG,national,2011,.061033316,MPO202504
AFG,rural,2012,.027629681,MPO202504
AFG,urban,2012,.027629681,MPO202504
AFG,national,2012,.027629681,MPO202504
AFG,rural,2013,-.0015114492,MPO202504
AFG,urban,2013,-.0015114492,MPO202504
AFG,national,2013,-.0015114492,MPO202504
AFG,rural,2014,-.01907604,MPO202504
AFG,urban,2014,-.01907604,MPO202504
AFG,national,2014,-.01907604,MPO202504
AFG,rural,2015,-.010487228,MPO202504
AFG,urban,2015,-.010487228,MPO202504
AFG,national,2015,-.010487228,MPO202504
AFG,rural,2016,-.000032875323,MPO202504
AFG,urban,2016,-.000032875323,MPO202504
AFG,national,2016,-.000032875323,MPO202504
AFG,rural,2017,-.013124565,MPO202504
AFG,urban,2017,-.013124565,MPO202504
AFG,national,2017,-.013124565,MPO202504
AFG,rural,2018,.0036350118,MPO202504
AFG,urban,2018,.0036350118,MPO202504
AFG,national,2018,.0036350118,MPO202504
AFG,rural,2019,-.039457683,MPO202504
AFG,urban,2019,-.039457683,MPO202504
AFG,national,2019,-.039457683,MPO202504
AFG,rural,2020,-.19270803,MPO202504
AFG,urban,2020,-.19270803,MPO202504
AFG,national,2020,-.19270803,MPO202504
AFG,rural,2021,-.12083123,MPO202504
AFG,urban,2021,-.12083123,MPO202504
AFG,national,2021,-.12083123,MPO202504
AFG,rural,2022,-.01099085,MPO202504
AFG,urban,2022,-.01099085,MPO202504
AFG,national,2022,-.01099085,MPO202504
AFG,rural,2023,-.061263215,GEP202506
AFG,urban,2023,-.061263215,GEP202506
AFG,national,2023,-.061263215,GEP202506
AFG,rural,2024,-.0056104227,GEP202506
AFG,urban,2024,-.0056104227,GEP202506
AFG,national,2024,-.0056104227,GEP202506
AFG,rural,2025,-.0039476482,GEP202506
AFG,urban,2025,-.0039476482,GEP202506
AFG,national,2025,-.0039476482,GEP202506
AFG,rural,2026,-.0043186508,GEP202506
AFG,urban,2026,-.0043186508,GEP202506
AFG,national,2026,-.0043186508,GEP202506
AFG,rural,2027,,
AFG,urban,2027,,
AFG,national,2027,,
AFG,rural,2028,,
AFG,urban,2028,,
AFG,national,2028,,
AFG,rural,2029,,
AFG,urban,2029,,
AFG,national,2029,,
AFG,rural,2030,,
AFG,urban,2030,,
AFG,national,2030,,
AGO,rural,1980,,
AGO,urban,1980,,
AGO,national,1980,,
AGO,rural,1981,-.078195594,MPO202504
AGO,urban,1981,-.078195594,MPO202504
AGO,national,1981,-.078195594,MPO202504
AGO,rural,1982,-.036112227,MPO202504
AGO,urban,1982,-.036112227,MPO202504
AGO,national,1982,-.036112227,MPO202504
AGO,rural,1983,.0039895182,MPO202504
AGO,urban,1983,.0039895182,MPO202504
AGO,national,1983,.0039895182,MPO202504
AGO,rural,1984,.021435,MPO202504
AGO,urban,1984,.021435,MPO202504
AGO,national,1984,.021435,MPO202504
AGO,rural,1985,-.0023824493,MPO202504
AGO,urban,1985,-.0023824493,MPO202504
AGO,national,1985,-.0023824493,MPO202504
AGO,rural,1986,-.0075677885,MPO202504
AGO,urban,1986,-.0075677885,MPO202504
AGO,national,1986,-.0075677885,MPO202504
AGO,rural,1987,.0052923858,MPO202504
AGO,urban,1987,.0052923858,MPO202504
AGO,national,1987,.0052923858,MPO202504
AGO,rural,1988,.025776658,MPO202504
AGO,urban,1988,.025776658,MPO202504
AGO,national,1988,.025776658,MPO202504
AGO,rural,1989,-.03316677,MPO202504
AGO,urban,1989,-.03316677,MPO202504
AGO,national,1989,-.03316677,MPO202504
AGO,rural,1990,-.066705458,MPO202504
AGO,urban,1990,-.066705458,MPO202504
AGO,national,1990,-.066705458,MPO202504
AGO,rural,1991,.083811432,MPO202504
AGO,urban,1991,.083811432,MPO202504
AGO,national,1991,.083811432,MPO202504
AGO,rural,1992,.078142099,MPO202504
AGO,urban,1992,.078142099,MPO202504
AGO,national,1992,.078142099,MPO202504
AGO,rural,1993,.074791394,MPO202504
AGO,urban,1993,.074791394,MPO202504
AGO,national,1993,.074791394,MPO202504
AGO,rural,1994,.069857009,MPO202504
AGO,urban,1994,.069857009,MPO202504
AGO,national,1994,.069857009,MPO202504
AGO,rural,1995,.067383274,MPO202504
AGO,urban,1995,.067383274,MPO202504
AGO,national,1995,.067383274,MPO202504
AGO,rural,1996,.075099759,MPO202504
AGO,urban,1996,.075099759,MPO202504
AGO,national,1996,.075099759,MPO202504
AGO,rural,1997,.036929153,MPO202504
AGO,urban,1997,.036929153,MPO202504
AGO,national,1997,.036929153,MPO202504
AGO,rural,1998,.012453282,MPO202504
AGO,urban,1998,.012453282,MPO202504
AGO,national,1998,.012453282,MPO202504
AGO,rural,1999,-.011307946,MPO202504
AGO,urban,1999,-.011307946,MPO202504
AGO,national,1999,-.011307946,MPO202504
AGO,rural,2000,-.0030292913,MPO202504
AGO,urban,2000,-.0030292913,MPO202504
AGO,national,2000,-.0030292913,MPO202504
AGO,rural,2001,.0076918416,MPO202504
AGO,urban,2001,.0076918416,MPO202504
AGO,national,2001,.0076918416,MPO202504
AGO,rural,2002,.09857662,MPO202504
AGO,urban,2002,.09857662,MPO202504
AGO,national,2002,.09857662,MPO202504
AGO,rural,2003,.00017160807,WEO202504
AGO,urban,2003,.00017160807,WEO202504
AGO,national,2003,.00017160807,WEO202504
AGO,rural,2004,.075808823,WEO202504
AGO,urban,2004,.075808823,WEO202504
AGO,national,2004,.075808823,WEO202504
AGO,rural,2005,.10160322,WEO202504
AGO,urban,2005,.10160322,WEO202504
AGO,national,2005,.10160322,WEO202504
AGO,rural,2006,.07893987,WEO202504
AGO,urban,2006,.07893987,WEO202504
AGO,national,2006,.07893987,WEO202504
AGO,rural,2007,.089612074,WEO202504
AGO,urban,2007,.089612074,WEO202504
AGO,national,2007,.089612074,WEO202504
AGO,rural,2008,.067967422,WEO202504
AGO,urban,2008,.067967422,WEO202504
AGO,national,2008,.067967422,WEO202504
AGO,rural,2009,-.016986275,WEO202504
AGO,urban,2009,-.016986275,WEO202504
AGO,national,2009,-.016986275,WEO202504
AGO,rural,2010,.014301589,WEO202504
AGO,urban,2010,.014301589,WEO202504
AGO,national,2010,.014301589,WEO202504
AGO,rural,2011,-.0047367965,MPO202504
AGO,urban,2011,-.0047367965,MPO202504
AGO,national,2011,-.0047367965,MPO202504
AGO,rural,2012,.044075824,MPO202504
AGO,urban,2012,.044075824,MPO202504
AGO,national,2012,.044075824,MPO202504
AGO,rural,2013,.0099067492,MPO202504
AGO,urban,2013,.0099067492,MPO202504
AGO,national,2013,.0099067492,MPO202504
AGO,rural,2014,.0098194154,MPO202504
AGO,urban,2014,.0098194154,MPO202504
AGO,national,2014,.0098194154,MPO202504
AGO,rural,2015,-.026306977,MPO202504
AGO,urban,2015,-.026306977,MPO202504
AGO,national,2015,-.026306977,MPO202504
AGO,rural,2016,-.060027074,MPO202504
AGO,urban,2016,-.060027074,MPO202504
AGO,national,2016,-.060027074,MPO202504
AGO,rural,2017,-.036206931,MPO202504
AGO,urban,2017,-.036206931,MPO202504
AGO,national,2017,-.036206931,MPO202504
AGO,rural,2018,-.046659745,MPO202504
AGO,urban,2018,-.046659745,MPO202504
AGO,national,2018,-.046659745,MPO202504
AGO,rural,2019,-.04010018,MPO202504
AGO,urban,2019,-.04010018,MPO202504
AGO,national,2019,-.04010018,MPO202504
AGO,rural,2020,-.086720765,MPO202504
AGO,urban,2020,-.086720765,MPO202504
AGO,national,2020,-.086720765,MPO202504
AGO,rural,2021,-.019695913,MPO202504
AGO,urban,2021,-.019695913,MPO202504
AGO,national,2021,-.019695913,MPO202504
AGO,rural,2022,-.0014362301,MPO202504
AGO,urban,2022,-.0014362301,MPO202504
AGO,national,2022,-.0014362301,MPO202504
AGO,rural,2023,-.020640204,GEP202506
AGO,urban,2023,-.020640204,GEP202506
AGO,national,2023,-.020640204,GEP202506
AGO,rural,2024,.012697391,GEP202506
AGO,urban,2024,.012697391,GEP202506
AGO,national,2024,.012697391,GEP202506
AGO,rural,2025,-.0033625003,GEP202506
AGO,urban,2025,-.0033625003,GEP202506
AGO,national,2025,-.0033625003,GEP202506
AGO,rural,2026,-.0039810683,GEP202506
AGO,urban,2026,-.0039810683,GEP202506
AGO,national,2026,-.0039810683,GEP202506
AGO,rural,2027,.0023233606,MPO202504
AGO,urban,2027,.0023233606,MPO202504
AGO,national,2027,.0023233606,MPO202504
AGO,rural,2028,-.0059974026,WEO202504
AGO,urban,2028,-.0059974026,WEO202504
AGO,national,2028,-.0059974026,WEO202504
AGO,rural,2029,-.0050060791,WEO202504
AGO,urban,2029,-.0050060791,WEO202504
AGO,national,2029,-.0050060791,WEO202504
AGO,rural,2030,-.0039910637,WEO202504
AGO,urban,2030,-.0039910637,WEO202504
AGO,national,2030,-.0039910637,WEO202504
ALB,rural,1980,,
ALB,urban,1980,,
ALB,national,1980,,
ALB,rural,1981,.036486469,MPO202504
ALB,urban,1981,.036486469,MPO202504
ALB,national,1981,.036486469,MPO202504
ALB,rural,1982,.0079584168,MPO202504
ALB,urban,1982,.0079584168,MPO202504
ALB,national,1982,.0079584168,MPO202504
ALB,rural,1983,-.010168022,MPO202504
ALB,urban,1983,-.010168022,MPO202504
ALB,national,1983,-.010168022,MPO202504
ALB,rural,1984,-.033074964,MPO202504
ALB,urban,1984,-.033074964,MPO202504
ALB,national,1984,-.033074964,MPO202504
ALB,rural,1985,-.0029059751,MPO202504
ALB,urban,1985,-.0029059751,MPO202504
ALB,national,1985,-.0029059751,MPO202504
ALB,rural,1986,.036146551,MPO202504
ALB,urban,1986,.036146551,MPO202504
ALB,national,1986,.036146551,MPO202504
ALB,rural,1987,-.027494941,MPO202504
ALB,urban,1987,-.027494941,MPO202504
ALB,national,1987,-.027494941,MPO202504
ALB,rural,1988,-.032625228,MPO202504
ALB,urban,1988,-.032625228,MPO202504
ALB,national,1988,-.032625228,MPO202504
ALB,rural,1989,.069236159,MPO202504
ALB,urban,1989,.069236159,MPO202504
ALB,national,1989,.069236159,MPO202504
ALB,rural,1990,-.11187904,MPO202504
ALB,urban,1990,-.11187904,MPO202504
ALB,national,1990,-.11187904,MPO202504
ALB,rural,1991,-.29163274,MPO202504
ALB,urban,1991,-.29163274,MPO202504
ALB,national,1991,-.29163274,MPO202504
ALB,rural,1992,-.066355184,MPO202504
ALB,urban,1992,-.066355184,MPO202504
ALB,national,1992,-.066355184,MPO202504
ALB,rural,1993,.10270786,MPO202504
ALB,urban,1993,.10270786,MPO202504
ALB,national,1993,.10270786,MPO202504
ALB,rural,1994,.089668788,MPO202504
ALB,urban,1994,.089668788,MPO202504
ALB,national,1994,.089668788,MPO202504
ALB,rural,1995,.14002022,MPO202504
ALB,urban,1995,.14002022,MPO202504
ALB,national,1995,.14002022,MPO202504
ALB,rural,1996,.097801901,MPO202504
ALB,urban,1996,.097801901,MPO202504
ALB,national,1996,.097801901,MPO202504
ALB,rural,1997,-.10278473,MPO202504
ALB,urban,1997,-.10278473,MPO202504
ALB,national,1997,-.10278473,MPO202504
ALB,rural,1998,.096970566,MPO202504
ALB,urban,1998,.096970566,MPO202504
ALB,national,1998,.096970566,MPO202504
ALB,rural,1999,.14222316,MPO202504
ALB,urban,1999,.14222316,MPO202504
ALB,national,1999,.14222316,MPO202504
ALB,rural,2000,.073486418,MPO202504
ALB,urban,2000,.073486418,MPO202504
ALB,national,2000,.073486418,MPO202504
ALB,rural,2001,.089580804,MPO202504
ALB,urban,2001,.089580804,MPO202504
ALB,national,2001,.089580804,MPO202504
ALB,rural,2002,.045444101,MPO202504
ALB,urban,2002,.045444101,MPO202504
ALB,national,2002,.045444101,MPO202504
ALB,rural,2003,.061699767,MPO202504
ALB,urban,2003,.061699767,MPO202504
ALB,national,2003,.061699767,MPO202504
ALB,rural,2004,.061522812,MPO202504
ALB,urban,2004,.061522812,MPO202504
ALB,national,2004,.061522812,MPO202504
ALB,rural,2005,.062632769,MPO202504
ALB,urban,2005,.062632769,MPO202504
ALB,national,2005,.062632769,MPO202504
ALB,rural,2006,.060982879,MPO202504
ALB,urban,2006,.060982879,MPO202504
ALB,national,2006,.060982879,MPO202504
ALB,rural,2007,.067033388,MPO202504
ALB,urban,2007,.067033388,MPO202504
ALB,national,2007,.067033388,MPO202504
ALB,rural,2008,.045601174,MPO202504
ALB,urban,2008,.045601174,MPO202504
ALB,national,2008,.045601174,MPO202504
ALB,rural,2009,.040514339,MPO202504
ALB,urban,2009,.040514339,MPO202504
ALB,national,2009,.040514339,MPO202504
ALB,rural,2010,.042230386,MPO202504
ALB,urban,2010,.042230386,MPO202504
ALB,national,2010,.042230386,MPO202504
ALB,rural,2011,.028215658,MPO202504
ALB,urban,2011,.028215658,MPO202504
ALB,national,2011,.028215658,MPO202504
ALB,rural,2012,.029024599,MPO202504
ALB,urban,2012,.029024599,MPO202504
ALB,national,2012,.029024599,MPO202504
ALB,rural,2013,.025028132,MPO202504
ALB,urban,2013,.025028132,MPO202504
ALB,national,2013,.025028132,MPO202504
ALB,rural,2014,.03309609,MPO202504
ALB,urban,2014,.03309609,MPO202504
ALB,national,2014,.03309609,MPO202504
ALB,rural,2015,.037842851,MPO202504
ALB,urban,2015,.037842851,MPO202504
ALB,national,2015,.037842851,MPO202504
ALB,rural,2016,.049218189,MPO202504
ALB,urban,2016,.049218189,MPO202504
ALB,national,2016,.049218189,MPO202504
ALB,rural,2017,.054421019,MPO202504
ALB,urban,2017,.054421019,MPO202504
ALB,national,2017,.054421019,MPO202504
ALB,rural,2018,.056890644,MPO202504
ALB,urban,2018,.056890644,MPO202504
ALB,national,2018,.056890644,MPO202504
ALB,rural,2019,.037531603,MPO202504
ALB,urban,2019,.037531603,MPO202504
ALB,national,2019,.037531603,MPO202504
ALB,rural,2020,-.017102722,MPO202504
ALB,urban,2020,-.017102722,MPO202504
ALB,national,2020,-.017102722,MPO202504
ALB,rural,2021,.1080725,MPO202504
ALB,urban,2021,.1080725,MPO202504
ALB,national,2021,.1080725,MPO202504
ALB,rural,2022,.06624832,MPO202504
ALB,urban,2022,.06624832,MPO202504
ALB,national,2022,.06624832,MPO202504
ALB,rural,2023,.044895187,GEP202506
ALB,urban,2023,.044895187,GEP202506
ALB,national,2023,.044895187,GEP202506
ALB,rural,2024,.047409534,GEP202506
ALB,urban,2024,.047409534,GEP202506
ALB,national,2024,.047409534,GEP202506
ALB,rural,2025,.039542902,GEP202506
ALB,urban,2025,.039542902,GEP202506
ALB,national,2025,.039542902,GEP202506
ALB,rural,2026,.038676407,GEP202506
ALB,urban,2026,.038676407,GEP202506
ALB,national,2026,.038676407,GEP202506
ALB,rural,2027,.035247773,MPO202504
ALB,urban,2027,.035247773,MPO202504
ALB,national,2027,.035247773,MPO202504
ALB,rural,2028,.045116123,WEO202504
ALB,urban,2028,.045116123,WEO202504
ALB,national,2028,.045116123,WEO202504
ALB,rural,2029,.04528046,WEO202504
ALB,urban,2029,.04528046,WEO202504
ALB,national,2029,.04528046,WEO202504
ALB,rural,2030,.04526794,WEO202504
ALB,urban,2030,.04526794,WEO202504
ALB,national,2030,.04526794,WEO202504
AND,rural,1980,,
AND,urban,1980,,
AND,national,1980,,
AND,rural,1981,,
AND,urban,1981,,
AND,national,1981,,
AND,rural,1982,,
AND,urban,1982,,
AND,national,1982,,
AND,rural,1983,,
AND,urban,1983,,
AND,national,1983,,
AND,rural,1984,,
AND,urban,1984,,
AND,national,1984,,
AND,rural,1985,,
AND,urban,1985,,
AND,national,1985,,
AND,rural,1986,,
AND,urban,1986,,
AND,national,1986,,
AND,rural,1987,,
AND,urban,1987,,
AND,national,1987,,
AND,rural,1988,,
AND,urban,1988,,
AND,national,1988,,
AND,rural,1989,,
AND,urban,1989,,
AND,national,1989,,
AND,rural,1990,,
AND,urban,1990,,
AND,national,1990,,
AND,rural,1991,,
AND,urban,1991,,
AND,national,1991,,
AND,rural,1992,,
AND,urban,1992,,
AND,national,1992,,
AND,rural,1993,,
AND,urban,1993,,
AND,national,1993,,
AND,rural,1994,,
AND,urban,1994,,
AND,national,1994,,
AND,rural,1995,,
AND,urban,1995,,
AND,national,1995,,
AND,rural,1996,,
AND,urban,1996,,
AND,national,1996,,
AND,rural,1997,,
AND,urban,1997,,
AND,national,1997,,
AND,rural,1998,,
AND,urban,1998,,
AND,national,1998,,
AND,rural,1999,,
AND,urban,1999,,
AND,national,1999,,
AND,rural,2000,,
AND,urban,2000,,
AND,national,2000,,
AND,rural,2001,,
AND,urban,2001,,
AND,national,2001,,
AND,rural,2002,,
AND,urban,2002,,
AND,national,2002,,
AND,rural,2003,,
AND,urban,2003,,
AND,national,2003,,
AND,rural,2004,,
AND,urban,2004,,
AND,national,2004,,
AND,rural,2005,,
AND,urban,2005,,
AND,national,2005,,
AND,rural,2006,,
AND,urban,2006,,
AND,national,2006,,
AND,rural,2007,,
AND,urban,2007,,
AND,national,2007,,
AND,rural,2008,,
AND,urban,2008,,
AND,national,2008,,
AND,rural,2009,,
AND,urban,2009,,
AND,national,2009,,
AND,rural,2010,,
AND,urban,2010,,
AND,national,2010,,
AND,rural,2011,.0073428904,WEO202504
AND,urban,2011,.0073428904,WEO202504
AND,national,2011,.0073428904,WEO202504
AND,rural,2012,-.04955373,WEO202504
AND,urban,2012,-.04955373,WEO202504
AND,national,2012,-.04955373,WEO202504
AND,rural,2013,-.038343374,WEO202504
AND,urban,2013,-.038343374,WEO202504
AND,national,2013,-.038343374,WEO202504
AND,rural,2014,.01627142,WEO202504
AND,urban,2014,.01627142,WEO202504
AND,national,2014,.01627142,WEO202504
AND,rural,2015,-.0020901067,WEO202504
AND,urban,2015,-.0020901067,WEO202504
AND,national,2015,-.0020901067,WEO202504
AND,rural,2016,.017618863,WEO202504
AND,urban,2016,.017618863,WEO202504
AND,national,2016,.017618863,WEO202504
AND,rural,2017,-.019199457,WEO202504
AND,urban,2017,-.019199457,WEO202504
AND,national,2017,-.019199457,WEO202504
AND,rural,2018,-.0025558621,WEO202504
AND,urban,2018,-.0025558621,WEO202504
AND,national,2018,-.0025558621,WEO202504
AND,rural,2019,.0021843768,WEO202504
AND,urban,2019,.0021843768,WEO202504
AND,national,2019,.0021843768,WEO202504
AND,rural,2020,-.11721288,WEO202504
AND,urban,2020,-.11721288,WEO202504
AND,national,2020,-.11721288,WEO202504
AND,rural,2021,.062172994,WEO202504
AND,urban,2021,.062172994,WEO202504
AND,national,2021,.062172994,WEO202504
AND,rural,2022,.06807638,WEO202504
AND,urban,2022,.06807638,WEO202504
AND,national,2022,.06807638,WEO202504
AND,rural,2023,-.016511306,WEO202504
AND,urban,2023,-.016511306,WEO202504
AND,national,2023,-.016511306,WEO202504
AND,rural,2024,.010038639,WEO202504
AND,urban,2024,.010038639,WEO202504
AND,national,2024,.010038639,WEO202504
AND,rural,2025,-.0043524164,WEO202504
AND,urban,2025,-.0043524164,WEO202504
AND,national,2025,-.0043524164,WEO202504
AND,rural,2026,-.0072836303,WEO202504
AND,urban,2026,-.0072836303,WEO202504
AND,national,2026,-.0072836303,WEO202504
AND,rural,2027,-.0082607474,WEO202504
AND,urban,2027,-.0082607474,WEO202504
